hotel_id,snapshot_month,market_segment,region,star_rating,days_listed,is_new_partner,review_score,review_count,photo_count,content_completeness_score,has_virtual_tour,price_index_vs_compset,promo_depth_pct,inventory_availability_rate,mobile_conversion_rate,guest_response_rate_pct,cancellation_rate_pct,days_since_last_content_update,comp_set_size,underperforming
HTL-00196,7,Urban Business,Midwest,4,1394,0,3.9,70,23,43.4,0.0,0.933,8.3,96.4,10.91,93.4,23.7,37,6,0
HTL-00197,9,Suburban,West,4,1055,0,2.97,159,16,37.1,,1.018,16.4,54.2,2.68,97.0,17.6,152,17,1
HTL-00198,6,Airport,International,3,326,0,3.2,52,9,5.0,0.0,0.799,18.6,46.0,7.13,82.8,18.0,140,17,1
HTL-00199,9,Urban Business,International,4,536,0,3.81,40,36,78.5,0.0,1.121,1.9,47.4,8.06,86.5,15.8,103,8,0
HTL-00200,8,Leisure Beach,Midwest,4,976,0,4.2,236,13,50.3,1.0,1.194,1.3,54.2,13.09,55.5,10.0,630,18,0
HTL-00201,9,Airport,South,3,1331,0,3.29,122,32,56.7,0.0,0.735,1.8,59.5,3.16,62.6,16.0,99,12,0
HTL-00202,5,Resort/Destination,West,3,1274,0,3.38,192,3,25.0,0.0,1.129,27.1,83.8,1.35,69.4,6.4,282,19,1
HTL-00203,3,Suburban,West,3,677,0,2.21,57,20,64.3,1.0,0.832,15.4,82.5,3.41,67.2,29.8,68,20,0
HTL-00204,8,Urban Business,Northeast,4,148,1,,24,16,45.7,0.0,1.09,25.4,56.1,9.27,74.5,6.8,74,22,0
HTL-00205,6,Urban Business,Midwest,5,375,0,3.67,87,24,52.7,0.0,0.985,3.3,56.3,5.94,71.4,31.5,117,23,1
HTL-00206,12,Urban Business,Northeast,4,1393,0,3.14,34,40,46.6,0.0,1.074,14.0,73.9,3.15,78.0,21.5,113,17,0
HTL-00207,9,Urban Business,Northeast,3,791,0,2.71,317,19,35.8,0.0,1.137,6.7,64.1,8.61,97.3,10.1,42,20,1
HTL-00208,7,Suburban,West,2,448,0,3.02,68,16,51.7,0.0,0.738,6.5,76.3,3.17,86.4,15.0,54,15,0
HTL-00209,7,Urban Business,Midwest,3,449,0,3.4,25,38,57.8,1.0,0.918,19.0,54.7,7.63,77.1,8.4,187,24,1
HTL-00210,12,Suburban,Midwest,4,410,0,3.95,87,15,72.7,0.0,0.785,13.7,45.4,0.88,77.2,20.2,468,25,0
HTL-00211,8,Suburban,Midwest,4,1044,0,3.7,237,30,54.1,1.0,0.803,5.0,66.5,,78.8,10.2,73,21,0
HTL-00212,2,Suburban,South,4,982,0,3.56,111,12,38.4,0.0,1.18,26.4,76.9,,90.8,11.7,71,13,0
HTL-00213,10,Urban Business,Midwest,3,1546,0,2.92,276,38,64.0,0.0,1.158,11.6,82.9,2.8,98.4,30.0,148,17,0
HTL-00214,10,Airport,Midwest,3,670,0,2.49,224,21,61.6,1.0,1.199,8.4,65.9,6.12,93.0,5.3,487,18,1
HTL-00215,12,Suburban,Northeast,4,361,0,2.77,99,29,57.1,0.0,0.92,21.4,93.0,5.01,62.3,28.7,188,9,1
HTL-00216,8,Suburban,Northeast,3,399,0,3.09,109,25,34.1,1.0,1.621,14.7,74.3,9.98,88.5,17.1,0,20,1
HTL-00217,2,Urban Business,South,3,502,0,3.01,85,17,23.3,0.0,0.89,12.3,59.1,2.6,92.3,13.0,396,19,0
HTL-00218,8,Urban Business,Midwest,4,418,0,3.8,46,24,48.1,0.0,0.694,8.9,57.1,12.13,73.5,11.3,52,6,0
HTL-00219,3,Resort/Destination,West,2,638,0,2.74,54,17,53.3,0.0,1.041,18.0,81.2,3.93,81.5,25.3,92,15,0
HTL-00220,4,Leisure Beach,West,3,938,0,3.72,317,18,53.3,1.0,1.004,24.7,49.2,6.88,78.4,14.3,43,18,0
HTL-00221,6,Leisure Beach,International,3,51,1,2.84,19,23,52.2,0.0,0.999,13.2,91.7,1.65,52.2,15.0,26,12,0
HTL-00222,9,Leisure Beach,Midwest,3,94,1,3.08,10,17,58.8,0.0,0.884,17.6,76.4,5.74,68.6,9.5,355,12,0
HTL-00223,1,Suburban,International,2,629,0,2.43,14,28,63.3,1.0,0.953,7.3,68.1,6.69,93.7,25.4,24,17,1
HTL-00224,9,Resort/Destination,Northeast,3,353,0,3.6,226,37,85.9,1.0,1.123,10.8,67.9,6.91,88.9,13.2,48,15,0
HTL-00225,2,Leisure Beach,Midwest,4,171,1,3.43,96,25,71.1,1.0,0.659,9.8,71.5,2.73,94.4,13.2,342,22,0
HTL-00226,7,Resort/Destination,International,3,151,1,2.99,21,14,5.0,1.0,1.004,14.4,70.5,11.95,68.2,16.7,134,6,0
HTL-00227,1,Urban Business,Northeast,3,572,0,,119,34,68.2,1.0,1.135,24.8,73.2,13.82,95.3,6.9,120,19,1
HTL-00228,10,Suburban,International,4,672,0,3.33,40,12,27.5,0.0,1.011,23.6,76.4,5.23,59.7,16.3,195,22,0
HTL-00229,9,Suburban,International,4,134,1,4.11,16,28,72.7,1.0,0.787,5.6,84.7,3.4,53.4,5.2,136,10,0
HTL-00230,2,Urban Business,South,5,2141,0,3.86,128,31,53.8,0.0,0.999,30.6,61.5,4.67,94.8,31.0,64,23,0
HTL-00231,12,Urban Business,Northeast,4,1572,0,3.83,50,16,24.3,0.0,0.77,16.8,76.4,10.74,70.6,10.5,115,13,1
HTL-00232,2,Leisure Beach,Midwest,1,704,0,2.55,129,3,55.0,0.0,1.153,24.2,51.5,6.55,78.4,44.5,101,14,0
HTL-00233,6,Resort/Destination,Northeast,2,1179,0,2.19,257,18,52.4,0.0,1.324,11.2,45.3,12.76,96.5,24.2,465,9,0
HTL-00234,11,Suburban,Northeast,3,744,0,3.18,130,28,56.3,0.0,1.197,12.6,60.9,1.13,98.3,21.6,0,16,0
HTL-00235,12,Resort/Destination,Midwest,2,998,0,3.2,35,21,37.9,1.0,0.876,7.5,73.7,5.78,66.1,16.3,21,9,1
HTL-00236,4,Airport,International,3,437,0,4.64,17,18,46.5,0.0,1.253,18.7,32.5,2.53,96.6,22.9,65,6,0
HTL-00237,3,Leisure Beach,South,4,605,0,5.0,5,26,51.5,0.0,0.959,11.7,59.0,6.35,86.2,19.0,390,7,0
HTL-00238,11,Airport,South,4,822,0,3.93,217,12,54.0,0.0,1.001,17.1,44.2,4.79,94.6,1.8,511,15,0
HTL-00239,6,Urban Business,South,2,219,0,3.06,26,23,55.5,0.0,1.322,32.0,84.7,1.88,96.1,22.9,90,7,0
HTL-00240,9,Urban Business,International,4,325,0,4.09,125,21,37.1,0.0,1.053,8.5,87.4,1.87,64.2,25.4,22,19,0
HTL-00241,12,Airport,International,3,713,0,3.43,110,5,32.6,0.0,0.779,10.5,71.9,3.4,93.6,35.4,408,17,0
HTL-00242,7,Airport,International,3,532,0,,223,24,56.9,,0.814,14.9,88.1,8.76,90.5,8.0,141,12,0
HTL-00243,1,Urban Business,Northeast,3,701,0,4.08,20,3,34.5,0.0,1.16,14.7,73.3,15.0,53.1,17.7,52,15,1
HTL-00244,10,Suburban,South,3,589,0,3.37,143,42,66.4,0.0,1.018,25.4,91.0,1.48,85.0,28.5,126,25,0
HTL-00245,11,Suburban,South,3,640,0,1.98,125,15,26.7,1.0,1.066,10.8,70.2,3.08,89.5,11.7,39,6,1
HTL-00246,10,Airport,Northeast,4,762,0,3.27,32,32,34.5,0.0,0.824,13.9,61.7,6.63,55.1,24.0,11,9,0
HTL-00247,11,Suburban,West,2,442,0,3.41,70,17,55.3,1.0,1.139,8.4,61.4,,76.8,6.8,236,19,1
HTL-00248,7,Leisure Beach,West,5,466,0,4.44,104,17,35.8,1.0,1.041,3.9,97.1,11.9,63.5,33.8,56,12,1
HTL-00249,8,Leisure Beach,West,4,448,0,3.22,33,17,27.1,0.0,1.035,8.8,62.7,0.89,93.5,22.2,83,23,1
HTL-00250,8,Leisure Beach,West,4,609,0,3.89,34,19,45.8,0.0,1.178,4.7,82.6,12.96,91.6,12.8,229,15,0
HTL-00251,8,Suburban,Northeast,3,156,1,2.73,5,31,57.7,,0.929,11.0,64.4,7.86,86.3,26.1,249,13,0
HTL-00252,10,Airport,West,4,197,0,4.56,20,35,58.0,0.0,0.887,10.1,60.8,3.46,82.2,18.0,141,19,0
HTL-00253,8,Leisure Beach,West,1,200,0,1.38,12,37,68.5,1.0,0.821,15.1,37.3,6.26,91.2,2.5,148,18,0
HTL-00254,1,Urban Business,Northeast,4,591,0,4.23,113,37,57.8,0.0,1.049,6.0,62.6,4.27,64.5,34.5,238,8,0
HTL-00255,10,Urban Business,Midwest,2,937,0,2.83,269,3,22.0,0.0,1.313,11.9,57.2,12.57,71.8,28.0,14,12,0
HTL-00256,2,Airport,Midwest,3,268,0,3.19,5,17,42.9,0.0,0.896,14.7,91.0,1.4,78.0,6.3,24,25,1
HTL-00257,4,Airport,South,3,689,0,3.24,43,24,48.7,1.0,0.998,11.9,77.5,0.6,96.0,17.0,118,22,0
HTL-00258,12,Urban Business,Northeast,4,483,0,2.32,65,22,61.3,0.0,0.836,14.9,82.9,9.92,90.5,7.5,184,6,0
HTL-00259,4,Urban Business,South,3,307,0,3.57,46,54,90.6,0.0,1.288,11.0,50.5,9.39,86.7,16.3,49,12,0
HTL-00260,6,Suburban,West,3,1227,0,1.99,309,36,53.3,0.0,1.066,17.5,69.1,5.67,57.5,15.3,1,14,0
HTL-00261,1,Urban Business,West,2,711,0,2.5,177,26,25.8,0.0,0.776,12.2,51.6,4.4,94.0,18.9,23,24,0
HTL-00262,3,Airport,Northeast,3,266,0,3.43,76,33,44.9,0.0,0.991,10.6,77.0,11.97,32.8,19.1,147,17,0
HTL-00263,9,Leisure Beach,Midwest,3,491,0,4.27,69,28,22.5,0.0,1.111,17.8,60.0,9.13,81.3,11.2,271,21,0
HTL-00264,1,Urban Business,West,3,747,0,3.7,32,28,77.1,0.0,1.12,22.5,77.3,7.88,98.1,18.9,98,6,0
HTL-00265,6,Resort/Destination,International,5,323,0,3.69,17,22,55.3,1.0,0.932,13.7,73.6,4.57,48.2,18.8,307,14,0
HTL-00266,10,Urban Business,West,2,508,0,2.82,44,3,28.2,0.0,0.754,17.3,66.6,15.0,70.9,10.0,238,23,0
HTL-00267,10,Leisure Beach,International,1,957,0,,374,22,22.5,0.0,1.216,8.0,65.1,5.08,69.9,3.4,283,25,1
HTL-00268,5,Urban Business,Midwest,4,693,0,3.3,8,46,69.7,0.0,1.313,5.1,96.5,10.81,87.5,11.3,198,10,0
HTL-00269,11,Urban Business,West,3,323,0,3.43,20,30,50.8,1.0,0.714,15.6,67.8,3.74,85.9,13.8,282,17,0
HTL-00270,7,Urban Business,Midwest,4,1310,0,,147,45,68.8,0.0,1.095,5.1,58.2,9.32,59.7,9.6,173,16,0
HTL-00271,2,Urban Business,International,4,625,0,,52,46,74.0,0.0,0.782,8.3,57.0,0.88,95.8,11.1,266,16,0
HTL-00272,10,Urban Business,International,3,1341,0,3.25,333,36,40.7,0.0,0.928,24.0,62.6,5.52,57.8,26.8,297,16,1
HTL-00273,1,Urban Business,West,4,565,0,4.48,158,25,35.9,0.0,1.246,27.8,92.0,2.8,85.9,22.2,101,13,0
HTL-00274,4,Suburban,Northeast,3,949,0,2.33,52,32,46.9,0.0,0.57,8.2,86.0,7.36,55.7,20.0,117,16,0
HTL-00275,9,Suburban,West,3,1486,0,3.5,392,8,32.7,1.0,0.941,22.2,71.8,3.0,54.8,13.4,245,17,1
HTL-00276,8,Leisure Beach,Midwest,4,1485,0,3.43,177,24,47.4,0.0,1.022,17.5,68.7,12.23,87.4,6.6,169,12,0
HTL-00277,3,Leisure Beach,Northeast,3,524,0,2.7,30,17,38.7,0.0,1.059,7.1,86.3,6.23,81.4,31.6,52,11,1
HTL-00278,10,Suburban,International,1,656,0,2.6,63,18,50.4,0.0,0.983,21.6,79.5,3.73,90.4,12.1,264,22,1
HTL-00279,12,Airport,International,4,221,0,4.42,20,19,53.1,0.0,0.999,5.5,67.8,4.03,54.0,45.0,94,19,0
HTL-00280,11,Airport,South,3,136,1,3.08,18,11,31.9,0.0,1.036,14.8,69.3,3.75,93.1,11.8,3,25,1
HTL-00281,8,Urban Business,International,4,874,0,4.11,71,40,54.6,0.0,1.095,16.4,81.7,4.28,82.3,10.7,36,16,0
HTL-00282,6,Urban Business,South,3,322,0,3.63,35,35,53.7,0.0,1.025,16.3,76.1,7.73,67.1,27.9,81,25,0
HTL-00283,10,Urban Business,Midwest,3,312,0,4.0,159,27,55.4,0.0,1.148,9.3,88.6,4.45,77.3,30.5,122,18,1
HTL-00284,1,Urban Business,Northeast,3,117,1,3.02,2,8,5.0,0.0,0.964,12.5,92.4,2.93,68.5,13.2,50,23,0
HTL-00285,1,Suburban,Northeast,4,322,0,4.34,15,17,49.2,,0.954,13.2,79.5,2.88,49.1,18.0,109,9,1
HTL-00286,2,Leisure Beach,International,4,540,0,4.68,28,26,41.7,0.0,0.828,9.4,42.7,1.27,91.2,19.6,183,22,0
HTL-00287,8,Urban Business,International,3,1094,0,2.87,426,3,32.8,0.0,1.189,7.8,87.7,3.88,93.2,12.7,75,19,0
HTL-00288,12,Leisure Beach,Northeast,4,141,1,4.07,19,29,63.3,1.0,0.934,12.6,50.1,10.06,68.6,13.7,119,15,1
HTL-00289,10,Suburban,Midwest,1,345,0,1.69,37,30,59.9,1.0,0.839,28.5,79.1,5.28,91.4,16.1,320,23,0
HTL-00290,9,Urban Business,Midwest,3,1024,0,2.4,131,27,59.5,0.0,1.22,0.2,73.9,1.88,90.2,17.2,15,11,0
HTL-00291,10,Airport,Northeast,4,563,0,3.6,89,26,49.9,0.0,0.55,15.9,69.2,1.46,88.9,40.5,39,14,0
HTL-00292,11,Urban Business,International,3,884,0,3.02,145,13,48.2,1.0,0.984,14.0,62.4,10.12,87.5,19.3,429,18,0
HTL-00293,12,Resort/Destination,Northeast,4,387,0,3.01,17,20,53.9,1.0,0.902,19.6,62.1,3.7,83.8,17.8,89,8,1
HTL-00294,9,Urban Business,West,3,145,1,2.79,36,5,52.5,0.0,1.103,9.4,68.6,1.24,65.8,45.0,145,23,0
HTL-00295,2,Airport,South,3,87,1,3.99,13,12,36.1,1.0,1.12,26.3,79.2,11.19,44.8,12.3,58,19,0
HTL-00296,2,Resort/Destination,Midwest,5,565,0,4.72,175,14,54.5,0.0,1.082,7.6,88.5,3.58,47.7,20.0,256,16,0
HTL-00297,7,Resort/Destination,International,3,670,0,3.52,179,19,53.4,0.0,1.086,16.8,81.3,3.08,76.8,20.2,253,17,0
HTL-00298,6,Airport,International,3,127,1,3.26,27,23,46.7,0.0,0.646,4.6,70.8,3.39,94.8,8.4,24,14,0
HTL-00299,8,Airport,South,1,705,0,1.32,219,34,52.5,0.0,1.24,18.1,76.6,4.01,84.1,45.0,22,6,1
HTL-00300,3,Suburban,West,5,52,1,4.09,4,40,27.3,0.0,0.854,14.8,70.9,11.77,89.4,5.3,23,9,0
HTL-00301,5,Airport,International,3,305,0,3.75,114,36,46.3,1.0,0.916,2.3,72.8,4.1,82.5,20.0,4,10,1
HTL-00302,3,Urban Business,Northeast,4,784,0,3.69,232,30,59.1,0.0,1.073,7.6,91.2,9.48,74.1,15.1,293,11,0
HTL-00303,9,Suburban,Midwest,3,660,0,3.7,6,22,51.5,1.0,1.059,6.3,94.2,11.41,66.8,24.2,256,24,0
HTL-00304,3,Suburban,International,4,335,0,2.96,89,28,49.4,0.0,1.248,4.7,78.2,4.33,61.5,12.0,132,5,1
HTL-00305,8,Airport,International,4,935,0,4.57,175,50,41.9,0.0,1.066,6.0,96.9,3.02,74.3,30.7,605,15,1
HTL-00306,6,Leisure Beach,Northeast,3,270,0,3.08,3,3,23.7,0.0,1.124,16.9,90.4,2.91,96.9,28.8,171,13,1
HTL-00307,4,Leisure Beach,Midwest,5,151,1,4.07,15,16,50.2,0.0,1.103,30.0,77.0,2.89,87.8,7.5,3,6,0
HTL-00308,3,Suburban,Northeast,3,276,0,3.59,45,23,50.6,0.0,0.99,8.9,84.8,6.08,87.1,7.5,115,15,0
HTL-00309,9,Urban Business,West,4,154,1,3.91,15,20,31.8,1.0,0.938,8.1,90.2,13.01,72.2,8.8,278,12,0
HTL-00310,8,Urban Business,Midwest,1,338,0,1.65,43,26,67.1,1.0,1.443,3.7,66.0,11.61,92.5,15.3,27,10,0
HTL-00311,12,Leisure Beach,International,4,1001,0,4.15,22,11,36.6,0.0,1.121,9.1,71.2,2.99,93.2,16.8,342,24,0
HTL-00312,2,Leisure Beach,International,3,352,0,2.64,19,40,47.3,0.0,0.965,11.5,56.7,1.93,82.0,4.8,134,5,0
HTL-00313,6,Urban Business,South,3,1738,0,2.42,175,31,40.3,0.0,1.062,16.9,68.6,1.99,82.0,17.1,144,8,1
HTL-00314,11,Leisure Beach,South,5,170,1,4.79,18,29,79.7,1.0,0.888,11.2,70.0,1.92,91.2,8.4,83,5,0
HTL-00315,10,Leisure Beach,Northeast,4,372,0,3.68,118,48,60.3,0.0,0.87,9.7,88.2,3.55,85.6,45.0,157,18,1
HTL-00316,2,Leisure Beach,Northeast,3,68,1,3.0,21,7,22.6,0.0,1.115,11.5,83.6,6.5,54.6,9.8,26,13,0
HTL-00317,10,Leisure Beach,Northeast,4,479,0,3.83,27,23,30.0,1.0,0.974,11.1,63.7,4.31,96.6,22.8,0,25,0
HTL-00318,4,Suburban,International,4,668,0,2.94,87,28,37.7,0.0,1.128,12.5,84.1,12.68,74.5,3.3,142,23,0
HTL-00319,7,Leisure Beach,Northeast,4,399,0,3.26,59,44,39.0,0.0,1.171,11.1,58.0,8.46,74.7,45.0,626,17,1
HTL-00320,8,Resort/Destination,South,3,223,0,2.79,21,13,38.9,0.0,1.117,13.4,90.1,0.61,88.9,27.5,67,19,0
HTL-00321,5,Resort/Destination,South,3,1218,0,2.67,134,26,56.9,0.0,0.96,11.9,51.5,7.55,87.6,16.2,123,24,1
HTL-00322,5,Leisure Beach,International,3,384,0,3.71,39,34,26.8,0.0,0.747,15.6,83.7,8.14,90.3,10.6,29,6,0
HTL-00323,8,Leisure Beach,West,3,428,0,3.3,43,11,54.8,0.0,0.918,8.7,85.6,3.08,85.9,12.2,3,15,0
HTL-00324,6,Suburban,Northeast,4,2743,0,3.54,379,20,35.9,1.0,1.17,6.6,37.4,5.14,44.5,21.1,153,7,0
HTL-00325,7,Airport,Midwest,4,286,0,3.9,9,18,54.8,0.0,1.0,16.7,17.0,,96.1,29.8,383,22,0
HTL-00326,10,Suburban,Northeast,4,102,1,,8,22,66.2,0.0,0.914,4.0,63.7,7.32,96.6,26.2,84,10,1
HTL-00327,2,Airport,South,3,141,1,,18,32,61.1,1.0,0.867,16.5,89.2,11.9,95.0,35.9,14,13,0
HTL-00328,7,Suburban,Midwest,2,602,0,3.24,19,36,49.5,0.0,0.869,2.1,74.8,6.65,84.2,6.2,210,22,1
HTL-00329,8,Suburban,International,3,19,1,3.18,3,40,52.3,0.0,0.87,15.7,57.9,2.61,94.0,43.1,187,19,1
HTL-00330,7,Leisure Beach,West,4,1131,0,3.37,97,13,30.4,0.0,0.838,10.2,59.1,10.35,85.2,27.9,80,17,1
HTL-00331,7,Suburban,West,2,127,1,2.97,4,29,60.5,0.0,1.188,11.5,61.9,6.9,96.4,7.5,146,13,1
HTL-00332,12,Urban Business,South,3,1768,0,3.7,55,24,36.2,1.0,1.15,9.1,63.9,4.2,73.4,18.1,55,23,0
HTL-00333,10,Suburban,South,2,476,0,3.0,130,6,31.8,1.0,1.099,16.6,35.8,5.28,85.4,8.1,321,25,0
HTL-00334,7,Airport,Northeast,2,155,1,3.11,12,13,16.9,1.0,0.815,17.5,69.2,2.57,86.4,18.9,343,23,0
HTL-00335,2,Urban Business,Midwest,1,419,0,1.47,34,29,74.8,1.0,0.85,17.2,38.7,2.34,65.6,7.0,323,18,1
HTL-00336,6,Suburban,South,4,888,0,3.69,32,8,35.9,0.0,1.179,10.4,62.0,5.72,64.8,39.0,101,25,1
HTL-00337,6,Urban Business,Midwest,4,1250,0,4.18,178,32,46.9,0.0,0.872,16.9,44.5,4.21,66.0,5.2,68,15,0
HTL-00338,1,Suburban,West,2,158,1,2.71,17,24,90.1,0.0,1.013,4.8,46.5,2.51,66.0,19.6,196,12,0
HTL-00339,1,Urban Business,Northeast,4,1772,0,3.73,138,14,31.4,1.0,1.008,8.9,90.1,1.26,45.0,9.2,70,8,1
HTL-00340,3,Resort/Destination,Midwest,4,545,0,3.58,174,22,39.4,0.0,1.298,36.3,65.7,11.68,65.9,29.8,97,7,0
HTL-00341,11,Urban Business,South,4,1084,0,2.35,180,32,61.3,0.0,1.041,6.8,62.7,5.46,66.4,26.9,175,12,1
HTL-00342,8,Resort/Destination,West,5,539,0,3.9,46,22,46.2,0.0,0.892,18.8,69.9,1.4,69.7,13.9,73,11,1
HTL-00343,6,Airport,South,4,748,0,4.23,6,21,67.2,1.0,1.027,29.8,48.1,5.06,40.6,8.2,18,12,0
HTL-00344,1,Suburban,Northeast,3,831,0,3.88,46,29,48.8,0.0,0.656,6.0,76.2,6.17,58.1,10.0,134,22,0
HTL-00345,12,Airport,South,3,118,1,3.7,4,12,5.0,0.0,0.873,11.4,47.8,4.24,94.1,7.0,15,22,0
HTL-00346,1,Airport,International,4,662,0,4.76,55,26,39.3,0.0,1.256,11.1,92.3,2.73,49.4,10.2,38,17,0
HTL-00347,3,Resort/Destination,International,4,226,0,3.92,82,36,88.0,0.0,0.696,11.7,46.8,7.34,81.7,23.6,58,7,0
HTL-00348,8,Urban Business,West,3,590,0,3.43,171,22,61.4,0.0,1.193,24.9,55.9,10.85,90.5,17.1,127,10,0
HTL-00349,3,Suburban,Northeast,1,688,0,2.59,42,33,58.7,1.0,0.914,5.9,58.4,1.42,80.5,2.7,97,25,0
HTL-00350,9,Urban Business,West,3,146,1,3.33,44,22,24.9,,1.389,27.5,75.2,7.09,86.2,20.1,26,20,1
HTL-00351,4,Suburban,Northeast,5,202,0,3.73,83,15,55.5,0.0,0.986,27.9,61.1,,63.3,8.6,457,24,0
HTL-00352,7,Urban Business,Midwest,4,538,0,3.91,116,34,42.6,1.0,0.94,17.2,84.1,4.6,85.3,8.4,50,13,0
HTL-00353,12,Suburban,South,2,773,0,2.6,16,33,59.5,0.0,0.928,18.6,51.4,8.13,76.5,6.7,70,14,0
HTL-00354,6,Suburban,Midwest,5,875,0,4.03,160,24,44.7,0.0,0.99,10.5,81.1,1.3,72.8,45.0,60,7,1
HTL-00355,1,Leisure Beach,Northeast,2,1012,0,2.62,229,28,51.1,0.0,0.909,9.3,72.5,1.32,81.6,23.0,320,13,1
HTL-00356,8,Suburban,West,4,568,0,3.33,269,3,27.5,1.0,0.907,19.4,80.3,14.68,75.3,28.3,298,13,1
HTL-00357,4,Airport,Northeast,4,1159,0,3.99,196,8,31.9,0.0,0.757,3.2,39.8,4.32,66.9,12.4,157,14,1
HTL-00358,3,Airport,West,2,1024,0,3.55,51,29,52.3,0.0,0.966,17.2,57.1,8.67,83.3,44.0,12,12,1
HTL-00359,10,Leisure Beach,South,4,979,0,3.93,19,6,44.8,1.0,0.782,2.4,72.2,5.02,82.1,7.3,301,12,0
HTL-00360,2,Suburban,Northeast,4,266,0,3.7,36,12,34.3,0.0,1.246,28.0,75.4,6.23,54.3,30.3,196,22,0
HTL-00361,11,Resort/Destination,West,5,1620,0,4.23,102,18,34.9,0.0,0.887,14.5,62.4,15.0,85.0,25.6,39,9,0
HTL-00362,5,Urban Business,South,4,1035,0,5.0,72,19,43.3,0.0,0.885,14.5,48.8,2.64,57.4,21.2,308,8,0
HTL-00363,2,Urban Business,Northeast,2,359,0,2.94,26,20,59.2,0.0,1.148,13.4,45.0,7.44,98.3,11.2,34,13,0
HTL-00364,6,Urban Business,South,3,874,0,,293,10,34.6,0.0,1.146,3.2,80.1,3.25,87.9,31.9,92,18,0
HTL-00365,10,Suburban,Midwest,3,58,1,2.59,16,4,49.5,0.0,1.006,8.2,57.5,10.2,78.7,45.0,152,21,0
HTL-00366,12,Leisure Beach,International,4,897,0,3.56,25,17,75.7,0.0,0.848,12.4,83.4,5.75,66.2,7.4,39,10,0
HTL-00367,11,Airport,West,4,399,0,3.53,118,41,72.8,0.0,0.903,5.2,84.1,4.89,82.3,20.1,0,6,1
HTL-00368,11,Suburban,West,3,129,1,2.88,50,9,77.2,0.0,1.121,8.0,44.3,,54.2,2.7,233,7,1
HTL-00369,10,Leisure Beach,South,4,290,0,3.48,9,23,41.3,0.0,0.969,13.5,95.2,,88.0,20.5,78,20,0
HTL-00370,6,Resort/Destination,International,3,274,0,3.79,29,18,51.1,0.0,1.164,10.1,94.2,5.27,95.9,9.9,42,7,0
HTL-00371,4,Airport,International,4,748,0,3.62,143,31,54.9,0.0,1.139,28.4,71.2,6.2,71.5,28.5,11,20,0
HTL-00372,8,Urban Business,South,5,274,0,5.0,14,22,53.6,0.0,1.007,16.9,51.3,6.79,81.5,10.0,39,25,0
HTL-00373,10,Leisure Beach,South,5,402,0,4.42,105,17,26.3,1.0,1.186,12.8,66.4,1.2,65.1,17.6,3,11,1
HTL-00374,5,Leisure Beach,Northeast,5,291,0,4.3,97,3,34.6,0.0,1.045,12.6,96.2,6.36,94.3,22.5,31,13,0
HTL-00375,11,Urban Business,International,5,637,0,5.0,183,10,46.3,0.0,1.321,6.4,61.3,6.27,91.1,16.7,431,20,0
HTL-00376,10,Urban Business,International,3,1112,0,3.33,217,27,48.9,1.0,1.27,19.2,88.0,5.21,57.6,24.0,171,7,1
HTL-00377,2,Resort/Destination,West,3,604,0,3.17,158,27,44.2,0.0,1.133,13.3,81.8,8.43,93.7,6.2,54,25,0
HTL-00378,5,Leisure Beach,Northeast,4,745,0,4.14,90,31,64.2,0.0,1.187,7.5,84.9,15.0,49.1,10.2,284,25,1
HTL-00379,2,Leisure Beach,West,3,306,0,3.28,53,24,69.3,0.0,0.704,17.4,72.2,6.5,73.0,14.1,202,14,0
HTL-00380,1,Suburban,Midwest,3,552,0,3.08,35,18,51.7,,1.058,4.1,86.4,15.0,63.8,23.7,14,7,0
HTL-00381,10,Suburban,West,4,1127,0,3.14,56,21,18.0,0.0,1.136,3.7,86.9,3.42,79.3,6.4,96,18,1
HTL-00382,6,Resort/Destination,International,5,303,0,4.53,24,8,34.3,0.0,1.078,27.0,83.6,,85.7,40.2,13,6,0
HTL-00383,2,Airport,West,3,356,0,4.2,57,3,31.1,0.0,1.17,24.1,47.0,6.48,96.3,4.3,12,10,0
HTL-00384,9,Leisure Beach,Midwest,4,418,0,3.04,56,24,52.2,1.0,1.127,4.0,67.9,9.64,64.2,20.9,3,13,1
HTL-00385,10,Leisure Beach,Northeast,4,1141,0,3.35,77,30,50.6,,0.989,26.7,48.0,7.08,98.7,21.3,53,6,0
HTL-00386,1,Resort/Destination,West,4,463,0,3.03,83,53,66.4,0.0,1.042,4.2,95.5,6.6,74.6,38.2,108,5,0
HTL-00387,7,Suburban,Northeast,2,68,1,2.2,20,21,61.5,1.0,0.821,21.3,79.4,13.04,71.9,13.0,247,5,0
HTL-00388,4,Resort/Destination,Midwest,4,439,0,,90,22,53.0,1.0,0.893,4.2,66.7,1.64,72.2,23.8,110,23,0
HTL-00389,8,Urban Business,West,5,376,0,3.64,49,22,56.5,0.0,1.233,9.8,85.1,3.23,88.1,26.9,36,19,0
HTL-00390,11,Airport,Midwest,5,102,1,4.84,39,30,72.8,0.0,0.806,9.7,68.9,7.89,87.7,28.8,0,25,1
HTL-00391,6,Suburban,South,4,317,0,3.8,27,28,43.0,0.0,1.024,3.9,90.2,14.37,90.2,8.4,236,5,0
HTL-00392,11,Urban Business,Midwest,2,678,0,2.46,184,10,53.9,0.0,0.649,13.6,69.4,4.79,82.6,30.6,211,17,0
